text,label
HTTP://OFFER. HTTP://OFFER. CONGRATS GUARANTEED CLAIM GUARANTEED CASH SMS GIFT ACT OFFER CONGRATS FREE HTTP://OFFER. GUARANTEED DISCOUNT,spam
Please check email,ham
Good night please,ham
Thanks for your help 11,ham
Where are you? 27 sure,ham
BONUS LIMITED CASH VOUCHER GIFT HOT LOTTERY OFFER VOUCHER CASH LOTTERY IMMEDIATELY STOP EXCLUSIVE LOTTERY REPLY CONGRATS 58265,spam
I'll be late by 10 minutes thanks bus,ham
WIN CONGRATS BONUS WIN DISCOUNT STOP LOTTERY NOW OFFER PRIZE URGENT EXCLUSIVE 100% DEAL 100% DEAL 38910,spam
Can you send the file? sure class,ham
Good night 2 ok gym,ham
Happy birthday! 24 please,ham
Good night 25 done office,ham
I'll be late by 10 minutes,ham
DEAL VOUCHER CLICK DISCOUNT HTTP://BIT.LY/ LIMITED FREE REPLY OFFER ACT $$$ CLICK 34685,spam
Meeting moved to tomorrow 24 gym,ham
Can you send the file? 12 please gym,ham
I'll be late by 10 minutes ok,ham
I'll be late by 10 minutes sure office,ham
Reached home sure,ham
Are we meeting today? ok,ham
See you soon thanks,ham
Please check email 4 sure,ham
http://bit.ly/ CONGRATS http://offer. DISCOUNT IMMEDIATELY LIMITED IMMEDIATELY LIMITED ACT 100% 44053,spam
Are we meeting today? 1 bus,ham
CLAIM reply http://bit.ly/ WIN URGENT $$$ WIN http://bit.ly/ NOW 43997,spam
Where are you? 16 class,ham
Lunch at 1 pm works 26 please shop,ham
Lunch at 1 pm works 22 thanks,ham
Lunch at 1 pm works 8 please,ham
Good night sure home,ham
Can you send the file? 29,ham
Let's catch up later 29 please office,ham
Reached home sure,ham
Are we meeting today? 20 home,ham
Are we meeting today? 22 sure shop,ham
Are we meeting today? 9 please,ham
Are we meeting today?,ham
See you soon 9 sure class,ham
Meeting moved to tomorrow sure,ham
Happy birthday! 28 gym,ham
Reached home sure,ham
Call me when you are free 28 bus,ham
On my way shop,ham
$$$ 100% CASH LOTTERY CLAIM LIMITED GUARANTEED LOTTERY BONUS URGENT OFFER OFFER OFFER EXCLUSIVE 41594,spam
LIMITED CLICK sms ACT VOUCHER OFFER,spam
STOP http://bit.ly/ GIFT IMMEDIATELY OFFER $$$ EXCLUSIVE CONGRATS 100% 63658,spam
Lunch at 1 pm works thanks,ham
See you soon 16 sure,ham
Happy birthday! 1,ham
Lunch at 1 pm works gym,ham
Happy birthday! 15,ham
Lunch at 1 pm works 10 done,ham
DEAL LIMITED IMMEDIATELY CLAIM PRIZE BONUS VOUCHER FREE HTTP://OFFER. CONGRATS WIN HTTP://OFFER. HTTP://BIT.LY/ 37015,spam
Call me when you are free 6 thanks home,ham
Reached home 7,ham
Let's catch up later 10 done,ham
STOP EXCLUSIVE URGENT CONGRATS HTTP://BIT.LY/ OFFER CONGRATS ACT $$$ EXCLUSIVE,spam
STOP GIFT http://bit.ly/ DISCOUNT PRIZE FREE PRIZE STOP DISCOUNT LIMITED VOUCHER,spam
See you soon 29 ok,ham
Can you send the file? 13,ham
Reached home 10 shop,ham
LOTTERY NOW $$$ GUARANTEED reply GUARANTEED IMMEDIATELY BONUS FREE PRIZE NOW WIN GIFT 77956,spam
Are we meeting today? 12 office,ham
Good night thanks,ham
Please check email 1,ham
LOTTERY VOUCHER GIFT EXCLUSIVE CLICK GIFT NOW 68930,spam
I'll be late by 10 minutes sure,ham
Thanks for your help ok,ham
Happy birthday! 12,ham
On my way yup,ham
Are we meeting today? 15 office,ham
Meeting moved to tomorrow done,ham
I'll be late by 10 minutes 14 ok home,ham
Thanks for your help 7 class,ham
Good night 20,ham
Lunch at 1 pm works 1,ham
Lunch at 1 pm works 30 shop,ham
Lunch at 1 pm works class,ham
Call me when you are free 5 gym,ham
See you soon 7 ok,ham
Lunch at 1 pm works 5 yup,ham
DEAL BONUS NOW CONGRATS GUARANTEED HTTP://OFFER. IMMEDIATELY HOT 100% 48914,spam
GUARANTEED EXCLUSIVE CASH CONGRATS STOP DEAL PRIZE STOP STOP LOTTERY $$$ CLAIM ACT,spam
Meeting moved to tomorrow please home,ham
Thanks for your help office,ham
Where are you? 3 gym,ham
Are we meeting today? 2 gym,ham
Please check email 17,ham
Can you send the file? ok bus,ham
On my way,ham
See you soon 30 office,ham
Thanks for your help 20 thanks,ham
Lunch at 1 pm works,ham
EXCLUSIVE STOP CONGRATS 100% NOW sms $$$ 91751,spam
Lunch at 1 pm works 16,ham
I'll be late by 10 minutes ok gym,ham
Please check email 8,ham
Can you send the file? 12 sure gym,ham
Lunch at 1 pm works,ham
Lunch at 1 pm works ok,ham
Call me when you are free yup shop,ham
Good night 9,ham
Reached home 23 done home,ham
CLICK LOTTERY LOTTERY STOP STOP URGENT OFFER WIN STOP DEAL 100% NOW IMMEDIATELY 58386,spam
Where are you? please,ham
Good night,ham
Reached home office,ham
Meeting moved to tomorrow done shop,ham
Thanks for your help 25 thanks,ham
Let's catch up later,ham
Good night,ham
Happy birthday! class,ham
Where are you? 18,ham
Are we meeting today? yup gym,ham
Can you send the file? please,ham
Let's catch up later 8 please,ham
Are we meeting today? 13 sure class,ham
Can you send the file? home,ham
Lunch at 1 pm works ok,ham
Good night 11 shop,ham
Please check email yup,ham
Where are you? 1 sure,ham
LIMITED ACT http://bit.ly/ http://offer. 100% ACT GIFT LIMITED 100% 86918,spam
Meeting moved to tomorrow 30,ham
Please check email,ham
On my way 4,ham
Where are you? 17 done bus,ham
See you soon 26 yup,ham
See you soon 17 thanks,ham
I'll be late by 10 minutes 12 yup office,ham
On my way thanks,ham
Lunch at 1 pm works 21 gym,ham
LOTTERY FREE SMS CASH FREE STOP OFFER $$$ FREE 70920,spam
Please check email 18 thanks,ham
Good night thanks shop,ham
Reached home 30 ok,ham
Let's catch up later,ham
Thanks for your help 30,ham
STOP HOT WIN sms LOTTERY CLAIM URGENT DEAL FREE IMMEDIATELY http://offer. 100% NOW sms BONUS HOT GIFT 7696,spam
On my way 3,ham
Can you send the file? 4,ham
See you soon 3 shop,ham
Lunch at 1 pm works 18 office,ham
Are we meeting today? 14 sure,ham
Let's catch up later 5 office,ham
Happy birthday! yup bus,ham
EXCLUSIVE CLICK CLAIM 100% REPLY LIMITED REPLY IMMEDIATELY OFFER ACT $$$ WIN CASH FREE 93278,spam
On my way 14,ham
Please check email 10 thanks class,ham
Where are you? 7 yup office,ham
Thanks for your help 9 sure bus,ham
See you soon 27 shop,ham
Thanks for your help 17,ham
Can you send the file? 25,ham
CLAIM BONUS GUARANTEED ACT DISCOUNT PRIZE EXCLUSIVE OFFER LIMITED VOUCHER 14987,spam
Can you send the file? sure,ham
NOW DISCOUNT PRIZE REPLY GIFT EXCLUSIVE CLAIM CLICK STOP GIFT 28317,spam
See you soon,ham
Can you send the file? ok,ham
Thanks for your help sure,ham
Please check email 4,ham
Reached home 22 ok gym,ham
Please check email 1 gym,ham
Reached home thanks,ham
Thanks for your help 19 ok class,ham
Reached home home,ham
Happy birthday! 14,ham
Meeting moved to tomorrow 16 class,ham
Call me when you are free 28 sure,ham
Call me when you are free,ham
Thanks for your help,ham
On my way 5,ham
See you soon 25 yup,ham
Are we meeting today? 7 done,ham
Call me when you are free 22,ham
Please check email 20 done,ham
Can you send the file? done,ham
Reached home 9,ham
PRIZE SMS HTTP://BIT.LY/ GIFT GUARANTEED CONGRATS CLICK $$$ CLICK LIMITED CONGRATS HTTP://BIT.LY/ 5124,spam
Reached home please,ham
Happy birthday! 13 bus,ham
Happy birthday!,ham
DISCOUNT URGENT 100% EXCLUSIVE GUARANTEED PRIZE $$$ OFFER VOUCHER VOUCHER $$$ 34623,spam
Can you send the file? 14 yup class,ham
Meeting moved to tomorrow 12 sure,ham
Call me when you are free 7 please,ham
CASH NOW FREE http://offer. WIN CONGRATS 85509,spam
Reached home 8 please,ham
OFFER NOW LOTTERY HTTP://BIT.LY/ HOT CLAIM CLAIM CASH NOW SMS FREE,spam
Call me when you are free 3,ham
Let's catch up later please,ham
Please check email 17,ham
Are we meeting today? 21 sure class,ham
I'll be late by 10 minutes 11 done,ham
Please check email 18 done office,ham
On my way 16,ham
Are we meeting today? ok class,ham
Reached home,ham
Where are you? 12 ok shop,ham
I'll be late by 10 minutes 20 yup,ham
Lunch at 1 pm works 11 please,ham
Where are you? 6 sure,ham
Where are you? 24,ham
Let's catch up later 24 ok,ham
On my way sure gym,ham
Meeting moved to tomorrow 19 thanks,ham
On my way 8 office,ham
Good night 29 bus,ham
Call me when you are free 15,ham
Where are you? 13 bus,ham
LIMITED URGENT GUARANTEED DEAL $$$ LOTTERY GIFT URGENT HTTP://OFFER. CLICK,spam
Call me when you are free yup,ham
Please check email 1 ok office,ham
See you soon yup,ham
Please check email thanks,ham
On my way bus,ham
Lunch at 1 pm works 14,ham
Good night thanks bus,ham
Where are you? 30 gym,ham
On my way 17,ham
Good night 21,ham
Thanks for your help 5 done,ham
Where are you? 26,ham
LOTTERY GUARANTEED GIFT VOUCHER URGENT FREE WIN HOT,spam
Meeting moved to tomorrow 8 home,ham
I'll be late by 10 minutes done,ham
See you soon,ham
See you soon 1 sure,ham
Lunch at 1 pm works shop,ham
Please check email shop,ham
Lunch at 1 pm works,ham
Reached home 24 thanks,ham
Are we meeting today? 20,ham
Are we meeting today? 7 class,ham
Please check email yup,ham
DISCOUNT NOW ACT URGENT VOUCHER ACT WIN 100% DEAL WIN WIN HTTP://BIT.LY/,spam
Happy birthday! 7 sure,ham
Can you send the file? 6 bus,ham
Please check email 4 done bus,ham
Good night 4 ok,ham
See you soon 29,ham
Please check email thanks,ham
I'll be late by 10 minutes 18,ham
Please check email shop,ham
Thanks for your help 28 done shop,ham
LOTTERY CLAIM LIMITED CONGRATS CONGRATS FREE PRIZE LOTTERY 32148,spam
Call me when you are free,ham
DEAL OFFER LOTTERY 100% $$$ REPLY HOT DISCOUNT OFFER 35264,spam
GIFT http://bit.ly/ DISCOUNT OFFER WIN STOP 100% LOTTERY CASH PRIZE BONUS $$$ LOTTERY $$$,spam
Thanks for your help 24 yup class,ham
Happy birthday! 26 sure,ham
Can you send the file? class,ham
Can you send the file? 11 yup,ham
STOP EXCLUSIVE STOP VOUCHER CLAIM HTTP://BIT.LY/ HOT CONGRATS DISCOUNT DEAL GUARANTEED GIFT FREE CASH LOTTERY DISCOUNT ACT 78873,spam
Meeting moved to tomorrow 26 ok gym,ham
On my way gym,ham
Can you send the file? 10,ham
Lunch at 1 pm works,ham
Call me when you are free 21 bus,ham
Let's catch up later 17 thanks home,ham
Meeting moved to tomorrow 20 thanks,ham
Lunch at 1 pm works 21 please class,ham
NOW EXCLUSIVE LOTTERY DISCOUNT PRIZE CONGRATS FREE 20287,spam
Where are you? 26 home,ham
Call me when you are free 21,ham
I'll be late by 10 minutes 18,ham
Reached home 20 yup,ham
Where are you? 15 done gym,ham
Reached home,ham
I'll be late by 10 minutes done,ham
Can you send the file? 7,ham
Meeting moved to tomorrow 27 done class,ham
http://bit.ly/ reply sms CLICK URGENT LIMITED DISCOUNT http://offer. GUARANTEED IMMEDIATELY http://offer. IMMEDIATELY BONUS CLAIM GIFT CASH GUARANTEED,spam
Please check email 15,ham
Let's catch up later 5 done office,ham
On my way,ham
Thanks for your help 24 please,ham
Reached home 4 please,ham
Please check email 1 ok shop,ham
Please check email 11 ok,ham
Let's catch up later shop,ham
Happy birthday! 4 done bus,ham
On my way 27,ham
On my way,ham
Reached home shop,ham
Are we meeting today? ok home,ham
Where are you? 21 shop,ham
See you soon 2 home,ham
Reached home 22,ham
Lunch at 1 pm works,ham
Are we meeting today?,ham
Call me when you are free 14,ham
100% NOW PRIZE LOTTERY CLAIM CONGRATS HTTP://OFFER. SMS FREE DEAL NOW OFFER EXCLUSIVE FREE LIMITED EXCLUSIVE 27932,spam
On my way office,ham
Can you send the file? ok,ham
Are we meeting today?,ham
Happy birthday! 3 done gym,ham
Meeting moved to tomorrow 9 yup,ham
Happy birthday! 16,ham
Meeting moved to tomorrow 27,ham
Call me when you are free,ham
Reached home 19 home,ham
Can you send the file? thanks,ham
OFFER NOW GUARANTEED ACT REPLY BONUS SMS WIN 50917,spam
Meeting moved to tomorrow 13 office,ham
Are we meeting today? 2 yup bus,ham
Lunch at 1 pm works,ham
I'll be late by 10 minutes 25 ok,ham
Good night thanks,ham
Lunch at 1 pm works 24 shop,ham
Reached home,ham
Reached home bus,ham
DISCOUNT SMS OFFER NOW GUARANTEED URGENT 40985,spam
OFFER HOT WIN CONGRATS DISCOUNT GUARANTEED OFFER 100% 70227,spam
Call me when you are free 20 thanks,ham
Are we meeting today? 14 yup bus,ham
Please check email 12 bus,ham
Meeting moved to tomorrow 24 home,ham
Are we meeting today? 27 home,ham
Good night 20 yup,ham
Please check email class,ham
Lunch at 1 pm works 19 bus,ham
CASH HTTP://BIT.LY/ GUARANTEED WIN VOUCHER DISCOUNT DISCOUNT SMS LOTTERY 25164,spam
Happy birthday!,ham
Please check email 15 home,ham
Call me when you are free sure,ham
Happy birthday! yup gym,ham
See you soon home,ham
Thanks for your help 30 done,ham
Where are you? 1 class,ham
See you soon,ham
On my way 13 yup home,ham
Happy birthday! 24 office,ham
WIN STOP IMMEDIATELY reply EXCLUSIVE LOTTERY LIMITED VOUCHER LOTTERY STOP 95834,spam
See you soon 13 sure,ham
Happy birthday! 4 thanks,ham
Let's catch up later 6 gym,ham
On my way,ham
URGENT DISCOUNT LIMITED CLAIM DEAL URGENT SMS GUARANTEED OFFER LIMITED 37184,spam
Are we meeting today? 5 done,ham
Thanks for your help please gym,ham
Lunch at 1 pm works class,ham
Call me when you are free 23 class,ham
Call me when you are free 7,ham
Meeting moved to tomorrow 27 bus,ham
PRIZE EXCLUSIVE STOP LOTTERY GIFT CLAIM LIMITED HOT NOW GIFT http://bit.ly/ CLAIM,spam
I'll be late by 10 minutes 25 ok,ham
Meeting moved to tomorrow 16 done,ham
See you soon yup,ham
I'll be late by 10 minutes 23,ham
Are we meeting today? done bus,ham
Reached home 23 ok,ham
Lunch at 1 pm works 21,ham
Lunch at 1 pm works yup gym,ham
Let's catch up later done gym,ham
See you soon 13 sure bus,ham
Where are you? 27 yup,ham
Lunch at 1 pm works yup bus,ham
See you soon,ham
On my way 3 thanks,ham
See you soon 3 gym,ham
Reached home 13 ok,ham
Call me when you are free 16 home,ham
Good night 10 ok gym,ham
Good night 1,ham
Please check email please,ham
I'll be late by 10 minutes yup home,ham
Please check email,ham
URGENT IMMEDIATELY CLICK REPLY DISCOUNT CONGRATS SMS NOW DISCOUNT CONGRATS CLICK WIN NOW PRIZE HOT FREE LIMITED 88536,spam
BONUS GUARANTEED http://bit.ly/ http://bit.ly/ URGENT HOT FREE EXCLUSIVE EXCLUSIVE BONUS reply http://offer. 4825,spam
Happy birthday!,ham
Happy birthday! 30 please,ham
Good night 20 sure,ham
Happy birthday! ok shop,ham
ACT HOT PRIZE GIFT BONUS GIFT STOP CASH,spam
See you soon sure,ham
Thanks for your help 28 home,ham
Please check email done,ham
See you soon 12 please office,ham
LOTTERY EXCLUSIVE HOT BONUS CONGRATS DISCOUNT CLICK DEAL EXCLUSIVE 39548,spam
Happy birthday! 10 please,ham
I'll be late by 10 minutes 11,ham
Happy birthday! 5 sure,ham
Please check email,ham
Meeting moved to tomorrow 25 please class,ham
Thanks for your help 13 thanks bus,ham
SMS HOT 100% CLICK $$$ VOUCHER WIN BONUS BONUS CONGRATS CLICK DISCOUNT VOUCHER LIMITED DEAL NOW 86622,spam
I'll be late by 10 minutes 24,ham
Happy birthday! shop,ham
HOT NOW http://offer. http://offer. NOW EXCLUSIVE LIMITED BONUS 67366,spam
Let's catch up later 10 ok,ham
See you soon 27 done,ham
Call me when you are free 25 please bus,ham
See you soon 10 please,ham
On my way 6 ok office,ham
Lunch at 1 pm works ok,ham
CLICK EXCLUSIVE GIFT DEAL URGENT IMMEDIATELY 100% CLAIM 58307,spam
I'll be late by 10 minutes yup shop,ham
Good night 21,ham
GUARANTEED FREE PRIZE HTTP://BIT.LY/ EXCLUSIVE REPLY ACT IMMEDIATELY SMS HOT LIMITED 53270,spam
On my way gym,ham
Call me when you are free gym,ham
Happy birthday! 5 thanks,ham
Please check email 28,ham
See you soon 3 ok,ham
See you soon 29 thanks,ham
reply GIFT IMMEDIATELY http://offer. DEAL 100% DEAL GIFT IMMEDIATELY NOW http://offer.,spam
Good night 1 shop,ham
On my way 19 thanks,ham
Can you send the file? 1,ham
Call me when you are free 8 done bus,ham
Please check email 29 done,ham
Reached home,ham
Can you send the file? 30 class,ham
Where are you? 1 ok,ham
Meeting moved to tomorrow 7 home,ham
Please check email 21 gym,ham
GUARANTEED CONGRATS LIMITED LOTTERY FREE BONUS IMMEDIATELY WIN REPLY EXCLUSIVE NOW STOP OFFER STOP NOW 99488,spam
CLICK FREE CLICK HTTP://OFFER. $$$ CASH LOTTERY EXCLUSIVE HOT REPLY GUARANTEED URGENT WIN IMMEDIATELY EXCLUSIVE SMS EXCLUSIVE 9540,spam
On my way,ham
Where are you? 6 done,ham
Meeting moved to tomorrow 7 bus,ham
Reached home 24 shop,ham
Let's catch up later 6,ham
NOW STOP sms GIFT FREE ACT EXCLUSIVE LOTTERY IMMEDIATELY http://bit.ly/ PRIZE DEAL 14893,spam
See you soon,ham
Reached home 8 sure home,ham
Meeting moved to tomorrow 6,ham
I'll be late by 10 minutes ok,ham
Lunch at 1 pm works 9 ok,ham
Meeting moved to tomorrow 8,ham
On my way,ham
Reached home,ham
http://offer. CASH http://offer. 100% OFFER NOW GUARANTEED URGENT DISCOUNT HOT IMMEDIATELY sms PRIZE NOW 25621,spam
CLAIM 100% WIN http://bit.ly/ FREE LIMITED ACT LOTTERY GIFT reply $$$ FREE ACT ACT WIN IMMEDIATELY 30452,spam
HTTP://BIT.LY/ FREE BONUS CLICK LIMITED IMMEDIATELY GIFT DISCOUNT VOUCHER IMMEDIATELY HOT WIN PRIZE LIMITED VOUCHER REPLY 89278,spam
Let's catch up later done office,ham
Call me when you are free 22,ham
Please check email,ham
See you soon 21 sure,ham
WIN http://bit.ly/ URGENT LIMITED http://bit.ly/ DEAL IMMEDIATELY WIN 56732,spam
See you soon 5,ham
Happy birthday!,ham
I'll be late by 10 minutes 28 ok bus,ham
See you soon 24 bus,ham
LIMITED OFFER FREE http://offer. http://bit.ly/ $$$ WIN BONUS reply EXCLUSIVE PRIZE,spam
Please check email 24 shop,ham
See you soon 12,ham
Can you send the file? 13 shop,ham
GIFT DEAL DISCOUNT CLICK 100% REPLY CLICK,spam
100% CLICK VOUCHER LOTTERY GUARANTEED CLICK $$$ http://bit.ly/ 95338,spam
On my way 19 gym,ham
Can you send the file? 30 done gym,ham
Where are you? office,ham
Happy birthday! yup,ham
Good night gym,ham
GUARANTEED CONGRATS BONUS LOTTERY REPLY CLAIM VOUCHER LOTTERY NOW IMMEDIATELY VOUCHER EXCLUSIVE URGENT CASH HTTP://OFFER. 29323,spam
Let's catch up later done shop,ham
On my way 30,ham
Good night 21 please bus,ham
Where are you? done,ham
Reached home 21 ok bus,ham
Where are you? done,ham
Call me when you are free 8 yup,ham
Lunch at 1 pm works 12 home,ham
Are we meeting today? thanks,ham
Happy birthday! 8 done,ham
Good night 1 office,ham
LIMITED URGENT DISCOUNT STOP GIFT ACT REPLY ACT URGENT CLAIM 49309,spam
WIN CONGRATS BONUS DEAL HTTP://OFFER. GIFT IMMEDIATELY ACT REPLY URGENT URGENT BONUS GUARANTEED HTTP://OFFER. 61256,spam
Can you send the file?,ham
Are we meeting today? 19,ham
Let's catch up later 12,ham
Good night 10 thanks shop,ham
Meeting moved to tomorrow 30,ham
IMMEDIATELY OFFER http://offer. OFFER LOTTERY VOUCHER DEAL OFFER 78394,spam
Meeting moved to tomorrow,ham
I'll be late by 10 minutes sure,ham
Are we meeting today? class,ham
Can you send the file? thanks,ham
Happy birthday! class,ham
See you soon 1 yup shop,ham
Can you send the file? 28,ham
Lunch at 1 pm works 7 done,ham
CONGRATS GIFT URGENT ACT LOTTERY STOP http://bit.ly/ PRIZE 100% PRIZE DEAL CASH GIFT HOT GUARANTEED,spam
On my way 19 ok,ham
Where are you? 30 office,ham
Meeting moved to tomorrow 3 done,ham
Where are you? ok,ham
CASH EXCLUSIVE URGENT ACT HOT http://bit.ly/ GIFT FREE NOW http://bit.ly/ CONGRATS ACT DISCOUNT,spam
Reached home 24,ham
Are we meeting today? 19 ok class,ham
Where are you? 11,ham
See you soon 1,ham
HOT STOP NOW CLICK GUARANTEED FREE EXCLUSIVE GUARANTEED CONGRATS CLAIM HTTP://BIT.LY/,spam
Are we meeting today? 6 sure,ham
Lunch at 1 pm works ok,ham
PRIZE LIMITED IMMEDIATELY URGENT HTTP://OFFER. SMS CLAIM GUARANTEED GUARANTEED 68498,spam
Let's catch up later 21 thanks class,ham
Meeting moved to tomorrow 13,ham
Let's catch up later 1,ham
See you soon 28 please,ham
Call me when you are free 18,ham
Please check email done,ham
Reached home 4 yup gym,ham
URGENT CASH CLAIM DEAL REPLY EXCLUSIVE,spam
Where are you? 30 sure,ham
Let's catch up later 28 sure,ham
SMS ACT REPLY $$$ CASH CLAIM CLAIM FREE OFFER 100% BONUS LOTTERY NOW 11018,spam
Where are you? bus,ham
Are we meeting today? 16 gym,ham
Reached home 27 yup class,ham
FREE CLICK GUARANTEED http://offer. sms http://bit.ly/ CASH GUARANTEED PRIZE CASH DEAL DISCOUNT IMMEDIATELY 53225,spam
Call me when you are free thanks gym,ham
Thanks for your help sure gym,ham
Call me when you are free done,ham
I'll be late by 10 minutes 14 please,ham
Lunch at 1 pm works sure,ham
Let's catch up later 6 office,ham
Thanks for your help thanks class,ham
Good night 15 thanks,ham
DEAL LOTTERY SMS GIFT STOP LOTTERY GIFT 69935,spam
Meeting moved to tomorrow 27 shop,ham
Let's catch up later 9,ham
Lunch at 1 pm works home,ham
I'll be late by 10 minutes 29 gym,ham
Are we meeting today? 30 please,ham
See you soon,ham
CONGRATS FREE ACT LOTTERY CASH HOT OFFER DISCOUNT CASH,spam
Let's catch up later class,ham
I'll be late by 10 minutes 28,ham
Reached home shop,ham
I'll be late by 10 minutes 29 sure,ham
HOT STOP VOUCHER LOTTERY HTTP://BIT.LY/ IMMEDIATELY DEAL CASH LIMITED 100% HTTP://BIT.LY/ VOUCHER 80671,spam
Meeting moved to tomorrow,ham
Happy birthday! 30 home,ham
Call me when you are free 14,ham
Call me when you are free 24 please,ham
Reached home 24,ham
On my way ok,ham
URGENT DEAL CASH STOP 100% HOT reply http://bit.ly/ http://offer. CASH FREE STOP CLICK VOUCHER WIN IMMEDIATELY 82257,spam
Please check email 2,ham
CONGRATS EXCLUSIVE LOTTERY URGENT $$$ NOW EXCLUSIVE LIMITED CLICK LOTTERY sms STOP PRIZE BONUS EXCLUSIVE CLAIM DEAL 34356,spam
Where are you?,ham
Are we meeting today? 6 gym,ham
Can you send the file? 25 yup,ham
Good night 30 yup,ham
Happy birthday! 5 done,ham
Thanks for your help 26 please,ham
Can you send the file? done class,ham
Reached home 21,ham
On my way thanks office,ham
Where are you? 13 bus,ham
Can you send the file? 22 please home,ham
PRIZE EXCLUSIVE EXCLUSIVE CASH OFFER CASH HOT LIMITED CASH,spam
Thanks for your help ok,ham
Good night,ham
Call me when you are free,ham
Are we meeting today? 11,ham
Lunch at 1 pm works yup,ham
Good night,ham
On my way thanks,ham
Thanks for your help 6,ham
On my way,ham
On my way,ham
Lunch at 1 pm works 25,ham
Call me when you are free 11,ham
I'll be late by 10 minutes 1 shop,ham
Please check email 15 thanks,ham
Please check email 13 office,ham
See you soon,ham
$$$ HTTP://BIT.LY/ DEAL GUARANTEED LOTTERY DEAL WIN GUARANTEED IMMEDIATELY GUARANTEED IMMEDIATELY BONUS BONUS ACT 47795,spam
Please check email 9,ham
Reached home 8 office,ham
Happy birthday! 25 please,ham
Please check email bus,ham
Reached home ok class,ham
Let's catch up later 26 please,ham
Let's catch up later shop,ham
LOTTERY LIMITED URGENT DISCOUNT DISCOUNT VOUCHER DISCOUNT 90885,spam
Please check email 27,ham
FREE $$$ DISCOUNT WIN URGENT ACT ACT $$$ 3555,spam
DISCOUNT GUARANTEED STOP $$$ $$$ VOUCHER IMMEDIATELY URGENT DISCOUNT OFFER FREE http://bit.ly/ $$$ GIFT FREE CASH PRIZE 71984,spam
http://bit.ly/ ACT LIMITED GUARANTEED http://bit.ly/ BONUS 31307,spam
Lunch at 1 pm works 25 sure,ham
Let's catch up later class,ham
Meeting moved to tomorrow thanks,ham
Thanks for your help 20,ham
Call me when you are free 10 gym,ham
Call me when you are free shop,ham
Meeting moved to tomorrow home,ham
Where are you?,ham
Happy birthday! shop,ham
Meeting moved to tomorrow done bus,ham
Where are you?,ham
Let's catch up later 6 sure,ham
On my way 23 gym,ham
Can you send the file? ok,ham
NOW CLICK CLICK SMS EXCLUSIVE DISCOUNT REPLY,spam
I'll be late by 10 minutes done,ham
Lunch at 1 pm works bus,ham
Let's catch up later 6 done,ham
GUARANTEED CLAIM 100% LIMITED CLICK DISCOUNT REPLY EXCLUSIVE CLAIM DISCOUNT NOW HOT BONUS 55885,spam
Good night 10,ham
Let's catch up later 26 shop,ham
Happy birthday! please,ham
On my way ok office,ham
I'll be late by 10 minutes,ham
Where are you? 25 shop,ham
REPLY FREE GIFT PRIZE CASH HOT,spam
Good night 21 please,ham
Let's catch up later 8 ok,ham
Let's catch up later,ham
Please check email,ham
Reached home,ham
I'll be late by 10 minutes 13,ham
Let's catch up later 30 yup home,ham
Are we meeting today? done,ham
Lunch at 1 pm works home,ham
LOTTERY CLAIM LIMITED LIMITED VOUCHER GIFT GIFT NOW,spam
On my way,ham
I'll be late by 10 minutes 2 gym,ham
100% SMS DISCOUNT LIMITED 100% REPLY,spam
Reached home 4 ok,ham
Reached home 11,ham
Meeting moved to tomorrow shop,ham
Where are you? 19 shop,ham
Reached home 13 done gym,ham
Lunch at 1 pm works 8 bus,ham
Good night bus,ham
On my way home,ham
Thanks for your help,ham
Can you send the file? 26,ham
Happy birthday!,ham
Let's catch up later office,ham
Are we meeting today? please shop,ham
I'll be late by 10 minutes please class,ham
I'll be late by 10 minutes 27 class,ham
Please check email 5,ham
Lunch at 1 pm works yup,ham
On my way 20,ham
Let's catch up later 7,ham
reply ACT 100% CASH 100% LIMITED DEAL $$$ CLICK CLICK WIN ACT 16937,spam
Lunch at 1 pm works 5 done home,ham
Meeting moved to tomorrow,ham
Let's catch up later,ham
100% CONGRATS CONGRATS ACT HTTP://OFFER. HTTP://BIT.LY/ PRIZE ACT CLAIM $$$ GIFT REPLY VOUCHER HOT PRIZE 38458,spam
Call me when you are free,ham
Can you send the file? 10 please gym,ham
Please check email 6 office,ham
GIFT DEAL HOT VOUCHER NOW IMMEDIATELY LOTTERY EXCLUSIVE 63245,spam
Good night 4 done,ham
Please check email 19 bus,ham
100% OFFER DISCOUNT SMS VOUCHER GUARANTEED CONGRATS HOT IMMEDIATELY IMMEDIATELY 100% SMS NOW SMS 33445,spam
Meeting moved to tomorrow,ham
Lunch at 1 pm works 11 yup,ham
Reached home 24 home,ham
On my way 2 ok,ham
Reached home 23,ham
Let's catch up later,ham
Are we meeting today? thanks office,ham
BONUS REPLY ACT DISCOUNT CONGRATS 100% CLICK 64004,spam
Reached home,ham
Meeting moved to tomorrow 5 office,ham
See you soon 2 sure,ham
100% $$$ http://offer. CLICK NOW CONGRATS DISCOUNT DEAL FREE LOTTERY GUARANTEED $$$ NOW LIMITED EXCLUSIVE DISCOUNT,spam
Let's catch up later 5 please,ham
Thanks for your help 11 yup shop,ham
See you soon 29,ham
On my way ok,ham
Thanks for your help 15 sure,ham
Reached home 23 gym,ham
I'll be late by 10 minutes 11 yup,ham
Are we meeting today? 17 thanks class,ham
Lunch at 1 pm works,ham
